hcp_id,name,specialty,sub_specialty,region,state,city,years_in_practice,practice_setting,patient_volume_monthly,baseline_rx_volume_monthly,speaker_eligible_flag,npi_taxonomy_code
1156754057,Melinda Hoffman,endocrinology,obesity medicine,West,CA,Sacramento,12,private,189,344,False,207RE0101X
1158498141,Audrey Miller,rheumatology,vasculitis,West,CO,Boulder,4,private,115,223,False,207RR0500X
1159301823,Joseph Mccormick,oncology,melanoma/skin,West,OR,Eugene,6,hospital,111,268,False,207RX0202X
1159833825,Christopher Barnes,primary care,family medicine,West,CA,Palo Alto,26,hospital,404,579,False,207Q00000X
1159841240,Elizabeth Turner,neurology,multiple sclerosis,Southeast,NC,Charlotte,17,private,209,838,True,2084N0400X
1160075531,Michael Henry,pulmonology,asthma/allergy,Midwest,IN,Fort Wayne,13,private,169,296,False,207RP1001X
1160652685,Nicholas Clayton,endocrinology,reproductive endocrinology,Northeast,CT,Stamford,29,hospital,297,588,True,207R-E0101-X
1162375699,Cody Elliott,rheumatology,lupus,West,UT,Salt Lake City,33,private,333,699,True,207RR0500X
1163199601,Ashley Floyd,neurology,movement disorders,Southwest,OK,Oklahoma City,17,hospital,169,458,False,2084N0400X
1163769114,Christopher Cook,oncology,gi malignancies,Southeast,NC,Winston-Salem,17,academic,110,572,True,207RX0202X
1164091765,Dennis Stone,cardiology,heart failure,West,CO,Colorado Springs,22,hospital,286,606,True,207RC0000X
1166368237,Kevin Donovan,primary care,urgent care,Southwest,OK,Tulsa,10,private,407,543,False,207Q00000X
1166978878,Melissa Thompson,primary care,geriatrics,Midwest,MO,St. Louis,11,private,396,217,False,207Q00000X
1167711153,John Williams,cardiology,electrophysiology,Northeast,NJ,Princeton,8,hospital,146,575,False,207RC0000X
1168657405,Elizabeth Miller,pulmonology,interstitial lung disease,Southeast,TN,Nashville,12,hospital,166,334,False,207RP1001X
1168681900,Shelley Lopez,primary care,family medicine,Midwest,WI,Milwaukee,34,private,323,710,True,207Q00000X
1169149543,Michelle Reyes,cardiology,electrophysiology,Southeast,SC,Charleston,19,hospital,163,254,False,207RC0000X
1169238601,Julie Spencer,cardiology,interventional,Midwest,MN,St. Paul,16,private,192,598,False,207RC0000X
1169614082,Curtis Fox,primary care,geriatrics,Midwest,WI,Madison,19,private,205,455,False,207Q00000X
1170846871,Jacqueline Gilbert,primary care,family medicine,Southeast,SC,Columbia,19,hospital,622,606,False,207Q00000X
1172835138,Caleb Boone,endocrinology,reproductive endocrinology,Southwest,OK,Oklahoma City,18,private,250,731,False,207RE0101X
1174145494,Amy Murphy,endocrinology,bone & mineral,Northeast,CT,Hartford,7,academic,155,621,False,207RE0101X
1174238463,Lindsey Pope,primary care,adolescent medicine,Southeast,NC,Raleigh,14,private,285,474,False,207Q00000X
1174785596,Phillip Murphy,endocrinology,diabetes,Northeast,PA,Philadelphia,18,private,134,676,False,207RE0101X
1175085277,Robert Campos,pulmonology,asthma/allergy,Southeast,GA,Savannah,27,private,142,570,True,207RP1001X
1176034100,Kevin Carter,cardiology,preventive,West,UT,Provo,21,hospital,203,425,False,207RC0000X
1176062549,Anthony Hicks,endocrinology,reproductive endocrinology,Southwest,TX,Houston,21,hospital,218,1117,True,207RE0101X
1178533166,Jeffrey Wang,endocrinology,reproductive endocrinology,Southeast,TN,Memphis,9,private,181,350,False,207RE0101X
1179994367,Richard Gonzalez,pulmonology,copd,Southeast,NC,Durham,21,private,121,540,False,207RP1001X
1180932224,Scott Molina,primary care,family medicine,Southeast,GA,Savannah,19,hospital,290,666,False,207Q00000X
1181360912,Christopher Pierce,primary care,adolescent medicine,Midwest,MN,Rochester,15,private,511,371,False,207Q00000X
1181599923,Erika Byrd,rheumatology,vasculitis,Southeast,TN,Nashville,14,private,149,239,False,207RR0500X
1181854898,Helen Morrow,primary care,adolescent medicine,Southeast,FL,Tampa,14,private,377,656,False,207Q00000X
1182422455,Susan Smith,cardiology,electrophysiology,Northeast,CT,Stamford,19,hospital,243,996,True,207RC0000X
1184426066,Jennifer Little,primary care,geriatrics,West,CA,San Francisco,26,private,256,292,False,207Q00000X
1185877283,Mary Roberts,cardiology,heart failure,West,OR,Portland,10,hospital,265,555,False,207RC0000X
1187084813,Henry Jordan,rheumatology,vasculitis,Midwest,WI,Milwaukee,21,private,133,702,False,207RR0500X
1188411270,Russell Turner,endocrinology,thyroid,Southeast,VA,Arlington,17,hospital,260,1012,True,207RE0101X
1188509891,Stanley Simpson,neurology,multiple sclerosis,West,OR,Eugene,3,hospital,128,209,False,2084N0400X
1188598183,Jesus Flores,neurology,movement disorders,Northeast,NJ,Jersey City,9,hospital,198,857,True,2084N0400X
1189244753,Melissa Ramsey,neurology,epilepsy,Northeast,ME,Portland,12,academic,123,564,False,2084N0400X
1189769080,Michelle Finley,primary care,internal medicine,Northeast,CT,Stamford,11,private,436,618,False,207Q00000X
1190411649,Christine Hart,neurology,movement disorders,Midwest,IN,South Bend,17,private,144,140,False,2084N0400X
1190842652,Mary Yang,primary care,adolescent medicine,Southwest,NV,Las Vegas,10,private,461,410,False,207Q00000X
1191540602,Maria Jones,oncology,melanoma/skin,Midwest,MI,Lansing,20,hospital,85,296,False,207RX0202X
1191545544,Billy Foster,primary care,urgent care,Midwest,MN,Rochester,22,hospital,282,696,False,207Q00000X
1194203331,Nicholas Maldonado,rheumatology,rheumatoid arthritis,Southeast,SC,Columbia,5,private,271,723,False,207RR0500X
1194241117,Amanda Hill,primary care,family medicine,Northeast,MA,Springfield,20,private,413,633,True,207Q00000X
1195381896,Joseph Stokes,oncology,thoracic,Northeast,MA,Cambridge,8,hospital,130,623,False,207RX0202X
1196385359,Teresa Fox,neurology,movement disorders,Southwest,TX,San Antonio,12,academic,201,457,False,2084N0400X
1196400158,Omar Gonzalez,rheumatology,lupus,Southeast,SC,Greenville,18,academic,211,389,False,207RR0500X
1198262952,Charles Cook,pulmonology,asthma/allergy,Northeast,CT,Hartford,5,private,256,697,False,207R-P1001-X
1199423090,Matthew Mitchell,cardiology,heart failure,Southwest,NV,Reno,3,academic,102,257,False,207RC0000X
1199976907,Colin Carter,rheumatology,rheumatoid arthritis,Northeast,NY,Albany,15,private,145,553,False,207RR0500X
1200096471,Xavier Ryan,primary care,geriatrics,Southeast,AL,Mobile,10,private,449,397,False,207Q00000X
1200346587,Mike Glenn,cardiology,interventional,Midwest,IL,Chicago,8,private,241,511,False,207RC0000X
1200437733,John Robertson,endocrinology,bone & mineral,West,OR,Eugene,11,private,161,400,False,207RE0101X
1200480071,Jasmine Robinson,primary care,adolescent medicine,Northeast,ME,Portland,20,private,392,860,True,207Q00000X
1202669523,Sydney Johnson,cardiology,electrophysiology,Midwest,IN,Fort Wayne,15,academic,220,655,False,207RC0000X
1202777359,Brent Rogers,endocrinology,reproductive endocrinology,West,UT,Salt Lake City,20,private,128,341,False,207RE0101X
1204261733,Christine Jensen,neurology,multiple sclerosis,Southeast,TN,Chattanooga,7,private,135,590,False,2084N0400X
1204787067,Roberta Thomas,neurology,neuromuscular,Northeast,NY,Buffalo,13,hospital,156,283,False,2084N0400X
1204959187,Bradley Hamilton,pulmonology,interstitial lung disease,Southeast,GA,Macon,11,hospital,240,447,False,207RP1001X
1205159704,Raymond Kelly,pulmonology,critical care,West,OR,Portland,12,academic,177,243,False,207RP1001X
1205576824,Chelsea Garcia,oncology,hematologic,West,WA,Spokane,13,hospital,170,275,False,207RX0202X
1206870192,William Marks,oncology,melanoma/skin,Northeast,ME,Bangor,11,hospital,164,541,True,207RX0202X
1208634919,Michael Hopkins,rheumatology,rheumatoid arthritis,Midwest,IN,South Bend,9,private,121,148,False,207RR0500X
1209464480,Andrea Hernandez,oncology,breast,Southeast,NC,Durham,16,hospital,162,615,True,207RX0202X
1209566128,Marcus Davis,primary care,family medicine,Northeast,CT,Stamford,15,private,393,838,False,207Q00000X
1209829039,Michael Luna,primary care,family medicine,Southwest,TX,Dallas,12,private,450,750,False,207Q00000X
1210642439,Debra Rose,oncology,thoracic,Southwest,NV,Reno,8,hospital,170,537,False,207RX0202X
1210894345,Sheila Glass,cardiology,heart failure,West,CO,Denver,13,private,135,369,False,207RC0000X
